05/08/2017;00:07:30;332.4158889;0
05/08/2017;00:22:30;334.5500556;0
05/08/2017;00:37:30;322.7395417;0
05/08/2017;00:52:30;307.8703472;0
05/08/2017;01:07:30;303.4497917;0
05/08/2017;01:22:30;301.0373889;0
05/08/2017;01:37:30;284.3709167;0
05/08/2017;01:52:30;267.3645833;0
05/08/2017;02:07:30;264.6360139;0
05/08/2017;02:22:30;254.4523611;0
05/08/2017;02:37:30;223.4885972;0
05/08/2017;02:52:30;195.2685417;0
05/08/2017;03:07:30;185.3090556;0
05/08/2017;03:22:30;177.8699306;0
05/08/2017;03:37:30;168.0584583;0
05/08/2017;03:52:30;182.8245556;0
05/08/2017;04:07:30;221.803625;0
05/08/2017;04:22:30;252.5913889;0
05/08/2017;04:37:30;269.7348056;0
05/08/2017;04:52:30;289.8878472;0
05/08/2017;05:07:30;313.7061944;0
05/08/2017;05:22:30;324.1784583;0
05/08/2017;05:37:30;322.1280278;0
05/08/2017;05:52:30;330.6096806;0
05/08/2017;06:07:30;357.7431667;0
05/08/2017;06:22:30;379.8582361;0
05/08/2017;06:37:30;378.8741111;0
05/08/2017;06:52:30;368.2512639;0
05/08/2017;07:07:30;363.8465417;0
05/08/2017;07:22:30;353.4043056;0
05/08/2017;07:37:30;324.6364167;0
05/08/2017;07:52:30;289.8181389;0
05/08/2017;08:07:30;262.1263056;0
05/08/2017;08:22:30;246.7336528;0
05/08/2017;08:37:30;241.6977639;0
05/08/2017;08:52:30;243.2186944;0
05/08/2017;09:07:30;248.4121528;0
05/08/2017;09:22:30;253.3813889;0
05/08/2017;09:37:30;260.1150556;0
05/08/2017;09:52:30;255.9905;0
05/08/2017;10:07:30;230.9295278;0
05/08/2017;10:22:30;208.127375;0
05/08/2017;10:37:30;199.2352917;0
05/08/2017;10:52:30;195.5285972;0
05/08/2017;11:07:30;192.01475;0
05/08/2017;11:22:30;187.7168889;0
05/08/2017;11:37:30;192.2734167;0
05/08/2017;11:52:30;207.8005972;0
05/08/2017;12:07:30;217.7612222;0
05/08/2017;12:22:30;216.7772222;0
05/08/2017;12:37:30;207.4475972;0
05/08/2017;12:52:30;194.4231528;0
05/08/2017;13:07:30;185.8467639;0
05/08/2017;13:22:30;174.3078194;0
05/08/2017;13:37:30;154.4659028;0
05/08/2017;13:52:30;140.5862083;0
05/08/2017;14:07:30;141.6055417;0
05/08/2017;14:22:30;164.6960556;0
05/08/2017;14:37:30;201.2366944;0
05/08/2017;14:52:30;211.5772361;0
05/08/2017;15:07:30;197.5257361;0
05/08/2017;15:22:30;186.6561667;0
05/08/2017;15:37:30;176.6444306;0
05/08/2017;15:52:30;164.9908333;0
05/08/2017;16:07:30;153.608375;0
05/08/2017;16:22:30;141.0383194;0
05/08/2017;16:37:30;139.8135972;0
05/08/2017;16:52:30;154.851125;0
05/08/2017;17:07:30;162.6047083;0
05/08/2017;17:22:30;158.1707083;0
05/08/2017;17:37:30;161.2615694;0
05/08/2017;17:52:30;174.4621667;0
05/08/2017;18:07:30;186.9857222;0
05/08/2017;18:22:30;193.2652083;0
05/08/2017;18:37:30;199.8552639;0
05/08/2017;18:52:30;215.22325;0
05/08/2017;19:07:30;223.1350556;0
05/08/2017;19:22:30;211.0968194;0
05/08/2017;19:37:30;205.4937083;0
05/08/2017;19:52:30;219.3113194;0
05/08/2017;20:07:30;227.0300139;0
05/08/2017;20:22:30;223.4470139;0
05/08/2017;20:37:30;230.9670556;0
05/08/2017;20:52:30;250.0937361;0
05/08/2017;21:07:30;259.4278333;0
05/08/2017;21:22:30;253.3849444;0
05/08/2017;21:37:30;242.3476111;0
05/08/2017;21:52:30;242.2221944;0
05/08/2017;22:07:30;260.3246806;0
05/08/2017;22:22:30;279.7242083;0
05/08/2017;22:37:30;292.3151806;0
05/08/2017;22:52:30;309.5614861;0
05/08/2017;23:07:30;324.6091528;0
05/08/2017;23:22:30;322.68;0
05/08/2017;23:37:30;315.9992222;0
05/08/2017;23:52:30;321.6259028;0
12/08/2017;00:07:30;314.02525;0
12/08/2017;00:22:30;319.9882361;0
12/08/2017;00:37:30;316.2815139;0
12/08/2017;00:52:30;313.5179583;0
12/08/2017;01:07:30;317.6072639;0
12/08/2017;01:22:30;316.9579583;0
12/08/2017;01:37:30;299.6544444;0
12/08/2017;01:52:30;283.3042083;0
12/08/2017;02:07:30;284.1238472;0
12/08/2017;02:22:30;283.8093889;0
12/08/2017;02:37:30;262.3062639;0
12/08/2017;02:52:30;238.6135417;0
12/08/2017;03:07:30;229.45825;0
12/08/2017;03:22:30;210.7140139;0
12/08/2017;03:37:30;186.1424722;0
12/08/2017;03:52:30;192.2044861;0
12/08/2017;04:07:30;223.5513333;0
12/08/2017;04:22:30;248.1059444;0
12/08/2017;04:37:30;260.6124861;0
12/08/2017;04:52:30;281.5547778;0
12/08/2017;05:07:30;309.2506667;0
12/08/2017;05:22:30;319.6650833;0
12/08/2017;05:37:30;316.3657361;0
12/08/2017;05:52:30;327.1166389;0
12/08/2017;06:07:30;357.6116806;0
12/08/2017;06:22:30;379.7376389;0
12/08/2017;06:37:30;381.0877639;0
12/08/2017;06:52:30;375.6460833;0
12/08/2017;07:07:30;369.3612639;0
12/08/2017;07:22:30;350.9622639;0
12/08/2017;07:37:30;315.0051528;0
12/08/2017;07:52:30;283.7055694;0
12/08/2017;08:07:30;270.5565417;0
12/08/2017;08:22:30;262.1834306;0
12/08/2017;08:37:30;251.0734444;0
12/08/2017;08:52:30;241.1192361;0
12/08/2017;09:07:30;240.9395417;0
12/08/2017;09:22:30;251.8109722;0
12/08/2017;09:37:30;257.9596806;0
12/08/2017;09:52:30;241.6438472;0
12/08/2017;10:07:30;211.1948472;0
12/08/2017;10:22:30;193.0777222;0
12/08/2017;10:37:30;193.7739722;0
12/08/2017;10:52:30;198.1419861;0
12/08/2017;11:07:30;193.2875139;0
12/08/2017;11:22:30;183.2030417;0
12/08/2017;11:37:30;171.4498611;0
12/08/2017;11:52:30;175.2353889;0
12/08/2017;12:07:30;196.949625;0
12/08/2017;12:22:30;206.2931389;0
