date,value
2017-04-01 00:02:30,82.40877900223532
2017-04-01 00:07:30,108.51150000000001
2017-04-01 00:12:30,126.57883333333331
2017-04-01 00:17:30,121.939
2017-04-01 00:22:30,124.28266666666667
2017-04-01 00:27:30,111.77616666666674
2017-04-01 00:32:30,103.531
2017-04-01 00:37:30,99.26849999999996
2017-04-01 00:42:30,84.05899999999974
2017-04-01 00:47:30,77.1325000000001
2017-04-01 00:52:30,77.37949999999978
2017-04-01 00:57:30,85.37949999999967
2017-04-01 01:02:30,96.13550000000032
2017-04-01 01:07:30,93.73350000000005
2017-04-01 01:12:30,90.97500000000014
2017-04-01 01:17:30,91.36583333333334
2017-04-01 01:22:30,81.24733333333347
2017-04-01 01:27:30,79.5599999999996
2017-04-01 01:32:30,87.57516666666697
2017-04-01 01:37:30,74.67399999999975
2017-04-01 01:42:30,72.5001666666667
2017-04-01 01:47:30,77.03933333333327
2017-04-01 01:52:30,77.45999999999947
2017-04-01 01:57:30,76.26866666666638
2017-04-01 02:02:30,67.94849999999997
2017-04-01 02:07:30,61.113000000000284
2017-04-01 02:12:30,73.39349999999979
2017-04-01 02:17:30,93.34033333333366
2017-04-01 02:22:30,98.23149999999998
2017-04-01 02:27:30,96.10249999999974
2017-04-01 02:32:30,96.26850000000013
2017-04-01 02:37:30,95.15999999999974
2017-04-01 02:42:30,85.20733333333328
2017-04-01 02:47:30,83.88083333333316
2017-04-01 02:52:30,86.77333333333308
2017-04-01 02:57:30,85.56733333333432
2017-04-01 03:02:30,81.26100000000065
2017-04-01 03:07:30,74.58600000000024
2017-04-01 03:12:30,63.521999999999935
2017-04-01 03:17:30,48.567000000000235
2017-04-01 03:22:30,45.803999999999405
2017-04-01 03:27:30,47.880386164471396
2017-04-01 03:32:30,48.998727027311396
2017-04-01 03:37:30,43.058666666666674
2017-04-01 03:42:30,32.341833333333334
2017-04-01 03:47:30,35.45749999999998
2017-04-01 03:52:30,40.95266666666666
2017-04-01 03:57:30,48.201166666666666
2017-04-01 04:02:30,62.83149999999995
2017-04-01 04:07:30,65.50333333333342
2017-04-01 04:12:30,61.7226666666667
2017-04-01 04:17:30,57.07716666666664
2017-04-01 04:22:30,64.37166666666673
2017-04-01 04:27:30,51.66450000000006
2017-04-01 04:32:30,49.131000000000114
